trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint
OPT_07_T331,07:56:44,07:57:14,1751,2,0,0,1
OPT_07_T331,07:57:48,07:58:18,1816,3,0,0,1
OPT_07_T331,08:00:04,08:00:34,2806,4,0,0,1
OPT_07_T331,08:00:36,08:01:06,2884,5,0,0,1
OPT_07_T331,08:01:28,08:01:58,2885,6,0,0,1
OPT_07_T331,08:05:25,08:05:55,2912,7,0,0,1
OPT_07_T331,08:05:55,08:06:25,2975,8,0,0,1
OPT_07_T332,08:01:00,08:01:30,2699,0,0,0,1
OPT_07_T332,08:06:55,08:07:25,1750,1,0,0,1
OPT_07_T332,08:07:44,08:08:14,1751,2,0,0,1
OPT_07_T332,08:08:48,08:09:18,1816,3,0,0,1
OPT_07_T332,08:11:04,08:11:34,2806,4,0,0,1
OPT_07_T332,08:11:36,08:12:06,2884,5,0,0,1
OPT_07_T332,08:12:28,08:12:58,2885,6,0,0,1
OPT_07_T332,08:16:25,08:16:55,2912,7,0,0,1
OPT_07_T332,08:16:55,08:17:25,2975,8,0,0,1
OPT_07_T333,08:12:00,08:12:30,2699,0,0,0,1
OPT_07_T333,08:17:55,08:18:25,1750,1,0,0,1
OPT_07_T333,08:18:44,08:19:14,1751,2,0,0,1
OPT_07_T333,08:19:48,08:20:18,1816,3,0,0,1
OPT_07_T333,08:22:04,08:22:34,2806,4,0,0,1
OPT_07_T333,08:22:36,08:23:06,2884,5,0,0,1
OPT_07_T333,08:23:28,08:23:58,2885,6,0,0,1
OPT_07_T333,08:27:25,08:27:55,2912,7,0,0,1
OPT_07_T333,08:27:55,08:28:25,2975,8,0,0,1
OPT_07_T334,08:23:00,08:23:30,2699,0,0,0,1
OPT_07_T334,08:28:55,08:29:25,1750,1,0,0,1
OPT_07_T334,08:29:44,08:30:14,1751,2,0,0,1
OPT_07_T334,08:30:48,08:31:18,1816,3,0,0,1
OPT_07_T334,08:33:04,08:33:34,2806,4,0,0,1
OPT_07_T334,08:33:36,08:34:06,2884,5,0,0,1
OPT_07_T334,08:34:28,08:34:58,2885,6,0,0,1
OPT_07_T334,08:38:25,08:38:55,2912,7,0,0,1
OPT_07_T334,08:38:55,08:39:25,2975,8,0,0,1
OPT_07_T335,08:34:00,08:34:30,2699,0,0,0,1
OPT_07_T335,08:39:55,08:40:25,1750,1,0,0,1
OPT_07_T335,08:40:44,08:41:14,1751,2,0,0,1
OPT_07_T335,08:41:48,08:42:18,1816,3,0,0,1
OPT_07_T335,08:44:04,08:44:34,2806,4,0,0,1
OPT_07_T335,08:44:36,08:45:06,2884,5,0,0,1
OPT_07_T335,08:45:28,08:45:58,2885,6,0,0,1
OPT_07_T335,08:49:25,08:49:55,2912,7,0,0,1
OPT_07_T335,08:49:55,08:50:25,2975,8,0,0,1
OPT_07_T336,08:45:00,08:45:30,2699,0,0,0,1
OPT_07_T336,08:50:55,08:51:25,1750,1,0,0,1
OPT_07_T336,08:51:44,08:52:14,1751,2,0,0,1
OPT_07_T336,08:52:48,08:53:18,1816,3,0,0,1
OPT_07_T336,08:55:04,08:55:34,2806,4,0,0,1
OPT_07_T336,08:55:36,08:56:06,2884,5,0,0,1
OPT_07_T336,08:56:28,08:56:58,2885,6,0,0,1
OPT_07_T336,09:00:25,09:00:55,2912,7,0,0,1
OPT_07_T336,09:00:55,09:01:25,2975,8,0,0,1
OPT_07_T337,08:56:00,08:56:30,2699,0,0,0,1
OPT_07_T337,09:01:55,09:02:25,1750,1,0,0,1
OPT_07_T337,09:02:44,09:03:14,1751,2,0,0,1
OPT_07_T337,09:03:48,09:04:18,1816,3,0,0,1
OPT_07_T337,09:06:04,09:06:34,2806,4,0,0,1
OPT_07_T337,09:06:36,09:07:06,2884,5,0,0,1
OPT_07_T337,09:07:28,09:07:58,2885,6,0,0,1
OPT_07_T337,09:11:25,09:11:55,2912,7,0,0,1
OPT_07_T337,09:11:55,09:12:25,2975,8,0,0,1
OPT_07_T338,09:07:00,09:07:30,2699,0,0,0,1
OPT_07_T338,09:12:55,09:13:25,1750,1,0,0,1
OPT_07_T338,09:13:44,09:14:14,1751,2,0,0,1
OPT_07_T338,09:14:48,09:15:18,1816,3,0,0,1
OPT_07_T338,09:17:04,09:17:34,2806,4,0,0,1
OPT_07_T338,09:17:36,09:18:06,2884,5,0,0,1
OPT_07_T338,09:18:28,09:18:58,2885,6,0,0,1
OPT_07_T338,09:22:25,09:22:55,2912,7,0,0,1
OPT_07_T338,09:22:55,09:23:25,2975,8,0,0,1
OPT_07_T339,09:37:00,09:37:30,2699,0,0,0,1
OPT_07_T339,09:42:55,09:43:25,1750,1,0,0,1
OPT_07_T339,09:43:44,09:44:14,1751,2,0,0,1
OPT_07_T339,09:44:48,09:45:18,1816,3,0,0,1
OPT_07_T339,09:47:04,09:47:34,2806,4,0,0,1
OPT_07_T339,09:47:36,09:48:06,2884,5,0,0,1
OPT_07_T339,09:48:28,09:48:58,2885,6,0,0,1
OPT_07_T339,09:52:25,09:52:55,2912,7,0,0,1
OPT_07_T339,09:52:55,09:53:25,2975,8,0,0,1
OPT_07_T340,10:07:00,10:07:30,2699,0,0,0,1
OPT_07_T340,10:12:55,10:13:25,1750,1,0,0,1
OPT_07_T340,10:13:44,10:14:14,1751,2,0,0,1
OPT_07_T340,10:14:48,10:15:18,1816,3,0,0,1
OPT_07_T340,10:17:04,10:17:34,2806,4,0,0,1
OPT_07_T340,10:17:36,10:18:06,2884,5,0,0,1
OPT_07_T340,10:18:28,10:18:58,2885,6,0,0,1
OPT_07_T340,10:22:25,10:22:55,2912,7,0,0,1
OPT_07_T340,10:22:55,10:23:25,2975,8,0,0,1
OPT_07_T341,10:37:00,10:37:30,2699,0,0,0,1
OPT_07_T341,10:42:55,10:43:25,1750,1,0,0,1
OPT_07_T341,10:43:44,10:44:14,1751,2,0,0,1
OPT_07_T341,10:44:48,10:45:18,1816,3,0,0,1
OPT_07_T341,10:47:04,10:47:34,2806,4,0,0,1
OPT_07_T341,10:47:36,10:48:06,2884,5,0,0,1
OPT_07_T341,10:48:28,10:48:58,2885,6,0,0,1
OPT_07_T341,10:52:25,10:52:55,2912,7,0,0,1
OPT_07_T341,10:52:55,10:53:25,2975,8,0,0,1
OPT_07_T342,11:07:00,11:07:30,2699,0,0,0,1
OPT_07_T342,11:12:55,11:13:25,1750,1,0,0,1
OPT_07_T342,11:13:44,11:14:14,1751,2,0,0,1
OPT_07_T342,11:14:48,11:15:18,1816,3,0,0,1
OPT_07_T342,11:17:04,11:17:34,2806,4,0,0,1
OPT_07_T342,11:17:36,11:18:06,2884,5,0,0,1
OPT_07_T342,11:18:28,11:18:58,2885,6,0,0,1
OPT_07_T342,11:22:25,11:22:55,2912,7,0,0,1
OPT_07_T342,11:22:55,11:23:25,2975,8,0,0,1
OPT_07_T343,11:37:00,11:37:30,2699,0,0,0,1
OPT_07_T343,11:42:55,11:43:25,1750,1,0,0,1
OPT_07_T343,11:43:44,11:44:14,1751,2,0,0,1
OPT_07_T343,11:44:48,11:45:18,1816,3,0,0,1
OPT_07_T343,11:47:04,11:47:34,2806,4,0,0,1
OPT_07_T343,11:47:36,11:48:06,2884,5,0,0,1
OPT_07_T343,11:48:28,11:48:58,2885,6,0,0,1
OPT_07_T343,11:52:25,11:52:55,2912,7,0,0,1
OPT_07_T343,11:52:55,11:53:25,2975,8,0,0,1
OPT_07_T344,12:07:00,12:07:30,2699,0,0,0,1
OPT_07_T344,12:12:55,12:13:25,1750,1,0,0,1
OPT_07_T344,12:13:44,12:14:14,1751,2,0,0,1
OPT_07_T344,12:14:48,12:15:18,1816,3,0,0,1
OPT_07_T344,12:17:04,12:17:34,2806,4,0,0,1
OPT_07_T344,12:17:36,12:18:06,2884,5,0,0,1
OPT_07_T344,12:18:28,12:18:58,2885,6,0,0,1
OPT_07_T344,12:22:25,12:22:55,2912,7,0,0,1
OPT_07_T344,12:22:55,12:23:25,2975,8,0,0,1
OPT_07_T345,12:37:00,12:37:30,2699,0,0,0,1
OPT_07_T345,12:42:55,12:43:25,1750,1,0,0,1
OPT_07_T345,12:43:44,12:44:14,1751,2,0,0,1
OPT_07_T345,12:44:48,12:45:18,1816,3,0,0,1
OPT_07_T345,12:47:04,12:47:34,2806,4,0,0,1
OPT_07_T345,12:47:36,12:48:06,2884,5,0,0,1
OPT_07_T345,12:48:28,12:48:58,2885,6,0,0,1
OPT_07_T345,12:52:25,12:52:55,2912,7,0,0,1
OPT_07_T345,12:52:55,12:53:25,2975,8,0,0,1
OPT_07_T346,13:07:00,13:07:30,2699,0,0,0,1
OPT_07_T346,13:12:55,13:13:25,1750,1,0,0,1
OPT_07_T346,13:13:44,13:14:14,1751,2,0,0,1
OPT_07_T346,13:14:48,13:15:18,1816,3,0,0,1
OPT_07_T346,13:17:04,13:17:34,2806,4,0,0,1
OPT_07_T346,13:17:36,13:18:06,2884,5,0,0,1
OPT_07_T346,13:18:28,13:18:58,2885,6,0,0,1
OPT_07_T346,13:22:25,13:22:55,2912,7,0,0,1
OPT_07_T346,13:22:55,13:23:25,2975,8,0,0,1
OPT_07_T347,13:37:00,13:37:30,2699,0,0,0,1
OPT_07_T347,13:42:55,13:43:25,1750,1,0,0,1
OPT_07_T347,13:43:44,13:44:14,1751,2,0,0,1
OPT_07_T347,13:44:48,13:45:18,1816,3,0,0,1
OPT_07_T347,13:47:04,13:47:34,2806,4,0,0,1
OPT_07_T347,13:47:36,13:48:06,2884,5,0,0,1
OPT_07_T347,13:48:28,13:48:58,2885,6,0,0,1
OPT_07_T347,13:52:25,13:52:55,2912,7,0,0,1
OPT_07_T347,13:52:55,13:53:25,2975,8,0,0,1
OPT_07_T348,14:07:00,14:07:30,2699,0,0,0,1
OPT_07_T348,14:12:55,14:13:25,1750,1,0,0,1
OPT_07_T348,14:13:44,14:14:14,1751,2,0,0,1
OPT_07_T348,14:14:48,14:15:18,1816,3,0,0,1
OPT_07_T348,14:17:04,14:17:34,2806,4,0,0,1
OPT_07_T348,14:17:36,14:18:06,2884,5,0,0,1
OPT_07_T348,14:18:28,14:18:58,2885,6,0,0,1
OPT_07_T348,14:22:25,14:22:55,2912,7,0,0,1
OPT_07_T348,14:22:55,14:23:25,2975,8,0,0,1
OPT_07_SCH_1425_319,14:24:34,14:25:04,2699,0,0,0,1
OPT_07_SCH_1425_319,14:30:00,14:30:30,1750,1,0,0,1
OPT_07_SCH_1425_319,14:30:19,14:30:49,1751,2,0,0,1
OPT_07_SCH_1425_319,14:30:53,14:31:23,1816,3,0,0,1
OPT_07_SCH_1425_319,14:32:39,14:33:09,2806,4,0,0,1
OPT_07_SCH_1425_319,14:32:42,14:33:12,2884,5,0,0,1
OPT_07_SCH_1425_319,14:33:04,14:33:34,2885,6,0,0,1
OPT_07_SCH_1425_319,14:36:32,14:37:02,2912,7,0,0,1
OPT_07_SCH_1425_319,14:36:32,14:37:02,2975,8,0,0,1
OPT_07_T349,14:37:00,14:37:30,2699,0,0,0,1
OPT_07_T349,14:42:55,14:43:25,1750,1,0,0,1
OPT_07_T349,14:43:44,14:44:14,1751,2,0,0,1
OPT_07_T349,14:44:48,14:45:18,1816,3,0,0,1
OPT_07_T349,14:47:04,14:47:34,2806,4,0,0,1
OPT_07_T349,14:47:36,14:48:06,2884,5,0,0,1
OPT_07_T349,14:48:28,14:48:58,2885,6,0,0,1
OPT_07_T349,14:52:25,14:52:55,2912,7,0,0,1
OPT_07_T349,14:52:55,14:53:25,2975,8,0,0,1
OPT_07_T350,14:45:00,14:45:30,2699,0,0,0,1
OPT_07_T350,14:50:55,14:51:25,1750,1,0,0,1
OPT_07_T350,14:51:44,14:52:14,1751,2,0,0,1
OPT_07_T350,14:52:48,14:53:18,1816,3,0,0,1
OPT_07_T350,14:55:04,14:55:34,2806,4,0,0,1
OPT_07_T350,14:55:36,14:56:06,2884,5,0,0,1
OPT_07_T350,14:56:28,14:56:58,2885,6,0,0,1
OPT_07_T350,15:00:25,15:00:55,2912,7,0,0,1
OPT_07_T350,15:00:55,15:01:25,2975,8,0,0,1
OPT_07_T351,14:53:00,14:53:30,2699,0,0,0,1
OPT_07_T351,14:58:55,14:59:25,1750,1,0,0,1
OPT_07_T351,14:59:44,15:00:14,1751,2,0,0,1
OPT_07_T351,15:00:48,15:01:18,1816,3,0,0,1
OPT_07_T351,15:03:04,15:03:34,2806,4,0,0,1
OPT_07_T351,15:03:36,15:04:06,2884,5,0,0,1
OPT_07_T351,15:04:28,15:04:58,2885,6,0,0,1
OPT_07_T351,15:08:25,15:08:55,2912,7,0,0,1
OPT_07_T351,15:08:55,15:09:25,2975,8,0,0,1
OPT_07_T352,15:01:00,15:01:30,2699,0,0,0,1
OPT_07_T352,15:06:55,15:07:25,1750,1,0,0,1
OPT_07_T352,15:07:44,15:08:14,1751,2,0,0,1
OPT_07_T352,15:08:48,15:09:18,1816,3,0,0,1
OPT_07_T352,15:11:04,15:11:34,2806,4,0,0,1
OPT_07_T352,15:11:36,15:12:06,2884,5,0,0,1
OPT_07_T352,15:12:28,15:12:58,2885,6,0,0,1
OPT_07_T352,15:16:25,15:16:55,2912,7,0,0,1
OPT_07_T352,15:16:55,15:17:25,2975,8,0,0,1
OPT_07_T353,15:09:00,15:09:30,2699,0,0,0,1
OPT_07_T353,15:14:55,15:15:25,1750,1,0,0,1
OPT_07_T353,15:15:44,15:16:14,1751,2,0,0,1
OPT_07_T353,15:16:48,15:17:18,1816,3,0,0,1
OPT_07_T353,15:19:04,15:19:34,2806,4,0,0,1
OPT_07_T353,15:19:36,15:20:06,2884,5,0,0,1
OPT_07_T353,15:20:28,15:20:58,2885,6,0,0,1
OPT_07_T353,15:24:25,15:24:55,2912,7,0,0,1
OPT_07_T353,15:24:55,15:25:25,2975,8,0,0,1
OPT_07_T354,15:17:00,15:17:30,2699,0,0,0,1
OPT_07_T354,15:22:55,15:23:25,1750,1,0,0,1
OPT_07_T354,15:23:44,15:24:14,1751,2,0,0,1
OPT_07_T354,15:24:48,15:25:18,1816,3,0,0,1
OPT_07_T354,15:27:04,15:27:34,2806,4,0,0,1
OPT_07_T354,15:27:36,15:28:06,2884,5,0,0,1
OPT_07_T354,15:28:28,15:28:58,2885,6,0,0,1
OPT_07_T354,15:32:25,15:32:55,2912,7,0,0,1
OPT_07_T354,15:32:55,15:33:25,2975,8,0,0,1
OPT_07_T355,15:25:00,15:25:30,2699,0,0,0,1
OPT_07_T355,15:30:55,15:31:25,1750,1,0,0,1
OPT_07_T355,15:31:44,15:32:14,1751,2,0,0,1
OPT_07_T355,15:32:48,15:33:18,1816,3,0,0,1
OPT_07_T355,15:35:04,15:35:34,2806,4,0,0,1
OPT_07_T355,15:35:36,15:36:06,2884,5,0,0,1
OPT_07_T355,15:36:28,15:36:58,2885,6,0,0,1
OPT_07_T355,15:40:25,15:40:55,2912,7,0,0,1
OPT_07_T355,15:40:55,15:41:25,2975,8,0,0,1
OPT_07_T356,15:33:00,15:33:30,2699,0,0,0,1
OPT_07_T356,15:38:55,15:39:25,1750,1,0,0,1
OPT_07_T356,15:39:44,15:40:14,1751,2,0,0,1
OPT_07_T356,15:40:48,15:41:18,1816,3,0,0,1
OPT_07_T356,15:43:04,15:43:34,2806,4,0,0,1
OPT_07_T356,15:43:36,15:44:06,2884,5,0,0,1
OPT_07_T356,15:44:28,15:44:58,2885,6,0,0,1
OPT_07_T356,15:48:25,15:48:55,2912,7,0,0,1
OPT_07_T356,15:48:55,15:49:25,2975,8,0,0,1
OPT_07_T357,15:41:00,15:41:30,2699,0,0,0,1
OPT_07_T357,15:46:55,15:47:25,1750,1,0,0,1
OPT_07_T357,15:47:44,15:48:14,1751,2,0,0,1
OPT_07_T357,15:48:48,15:49:18,1816,3,0,0,1
OPT_07_T357,15:51:04,15:51:34,2806,4,0,0,1
OPT_07_T357,15:51:36,15:52:06,2884,5,0,0,1
OPT_07_T357,15:52:28,15:52:58,2885,6,0,0,1
OPT_07_T357,15:56:25,15:56:55,2912,7,0,0,1
OPT_07_T357,15:56:55,15:57:25,2975,8,0,0,1
OPT_07_T358,15:49:00,15:49:30,2699,0,0,0,1
OPT_07_T358,15:54:55,15:55:25,1750,1,0,0,1
OPT_07_T358,15:55:44,15:56:14,1751,2,0,0,1
OPT_07_T358,15:56:48,15:57:18,1816,3,0,0,1
OPT_07_T358,15:59:04,15:59:34,2806,4,0,0,1
OPT_07_T358,15:59:36,16:00:06,2884,5,0,0,1
OPT_07_T358,16:00:28,16:00:58,2885,6,0,0,1
OPT_07_T358,16:04:25,16:04:55,2912,7,0,0,1
OPT_07_T358,16:04:55,16:05:25,2975,8,0,0,1
OPT_07_T359,15:57:00,15:57:30,2699,0,0,0,1
OPT_07_T359,16:02:55,16:03:25,1750,1,0,0,1
OPT_07_T359,16:03:44,16:04:14,1751,2,0,0,1
OPT_07_T359,16:04:48,16:05:18,1816,3,0,0,1
OPT_07_T359,16:07:04,16:07:34,2806,4,0,0,1
OPT_07_T359,16:07:36,16:08:06,2884,5,0,0,1
OPT_07_T359,16:08:28,16:08:58,2885,6,0,0,1
OPT_07_T359,16:12:25,16:12:55,2912,7,0,0,1
OPT_07_T359,16:12:55,16:13:25,2975,8,0,0,1
OPT_07_T360,16:05:00,16:05:30,2699,0,0,0,1
OPT_07_T360,16:10:55,16:11:25,1750,1,0,0,1
OPT_07_T360,16:11:44,16:12:14,1751,2,0,0,1
OPT_07_T360,16:12:48,16:13:18,1816,3,0,0,1
OPT_07_T360,16:15:04,16:15:34,2806,4,0,0,1
OPT_07_T360,16:15:36,16:16:06,2884,5,0,0,1
OPT_07_T360,16:16:28,16:16:58,2885,6,0,0,1
OPT_07_T360,16:20:25,16:20:55,2912,7,0,0,1
OPT_07_T360,16:20:55,16:21:25,2975,8,0,0,1
OPT_07_T361,16:13:00,16:13:30,2699,0,0,0,1
OPT_07_T361,16:18:55,16:19:25,1750,1,0,0,1
OPT_07_T361,16:19:44,16:20:14,1751,2,0,0,1
OPT_07_T361,16:20:48,16:21:18,1816,3,0,0,1
OPT_07_T361,16:23:04,16:23:34,2806,4,0,0,1
OPT_07_T361,16:23:36,16:24:06,2884,5,0,0,1
OPT_07_T361,16:24:28,16:24:58,2885,6,0,0,1
OPT_07_T361,16:28:25,16:28:55,2912,7,0,0,1
OPT_07_T361,16:28:55,16:29:25,2975,8,0,0,1
OPT_07_T362,16:21:00,16:21:30,2699,0,0,0,1
OPT_07_T362,16:26:55,16:27:25,1750,1,0,0,1
OPT_07_T362,16:27:44,16:28:14,1751,2,0,0,1
OPT_07_T362,16:28:48,16:29:18,1816,3,0,0,1
OPT_07_T362,16:31:04,16:31:34,2806,4,0,0,1
OPT_07_T362,16:31:36,16:32:06,2884,5,0,0,1
OPT_07_T362,16:32:28,16:32:58,2885,6,0,0,1
OPT_07_T362,16:36:25,16:36:55,2912,7,0,0,1
OPT_07_T362,16:36:55,16:37:25,2975,8,0,0,1
OPT_07_T363,16:30:00,16:30:30,2699,0,0,0,1
OPT_07_T363,16:35:55,16:36:25,1750,1,0,0,1
OPT_07_T363,16:36:44,16:37:14,1751,2,0,0,1
OPT_07_T363,16:37:48,16:38:18,1816,3,0,0,1
OPT_07_T363,16:40:04,16:40:34,2806,4,0,0,1
OPT_07_T363,16:40:36,16:41:06,2884,5,0,0,1
OPT_07_T363,16:41:28,16:41:58,2885,6,0,0,1
OPT_07_T363,16:45:25,16:45:55,2912,7,0,0,1
OPT_07_T363,16:45:55,16:46:25,2975,8,0,0,1
OPT_07_T364,16:39:00,16:39:30,2699,0,0,0,1
OPT_07_T364,16:44:55,16:45:25,1750,1,0,0,1
OPT_07_T364,16:45:44,16:46:14,1751,2,0,0,1
OPT_07_T364,16:46:48,16:47:18,1816,3,0,0,1
OPT_07_T364,16:49:04,16:49:34,2806,4,0,0,1
OPT_07_T364,16:49:36,16:50:06,2884,5,0,0,1
OPT_07_T364,16:50:28,16:50:58,2885,6,0,0,1
OPT_07_T364,16:54:25,16:54:55,2912,7,0,0,1
OPT_07_T364,16:54:55,16:55:25,2975,8,0,0,1
OPT_07_T365,16:48:00,16:48:30,2699,0,0,0,1
OPT_07_T365,16:53:55,16:54:25,1750,1,0,0,1
OPT_07_T365,16:54:44,16:55:14,1751,2,0,0,1
OPT_07_T365,16:55:48,16:56:18,1816,3,0,0,1
OPT_07_T365,16:58:04,16:58:34,2806,4,0,0,1
OPT_07_T365,16:58:36,16:59:06,2884,5,0,0,1
OPT_07_T365,16:59:28,16:59:58,2885,6,0,0,1
OPT_07_T365,17:03:25,17:03:55,2912,7,0,0,1
OPT_07_T365,17:03:55,17:04:25,2975,8,0,0,1
OPT_07_T366,16:57:00,16:57:30,2699,0,0,0,1
OPT_07_T366,17:02:55,17:03:25,1750,1,0,0,1
OPT_07_T366,17:03:44,17:04:14,1751,2,0,0,1
OPT_07_T366,17:04:48,17:05:18,1816,3,0,0,1
OPT_07_T366,17:07:04,17:07:34,2806,4,0,0,1
OPT_07_T366,17:07:36,17:08:06,2884,5,0,0,1
OPT_07_T366,17:08:28,17:08:58,2885,6,0,0,1
OPT_07_T366,17:12:25,17:12:55,2912,7,0,0,1
OPT_07_T366,17:12:55,17:13:25,2975,8,0,0,1
OPT_07_T367,17:06:00,17:06:30,2699,0,0,0,1
OPT_07_T367,17:11:55,17:12:25,1750,1,0,0,1
OPT_07_T367,17:12:44,17:13:14,1751,2,0,0,1
OPT_07_T367,17:13:48,17:14:18,1816,3,0,0,1
OPT_07_T367,17:16:04,17:16:34,2806,4,0,0,1
OPT_07_T367,17:16:36,17:17:06,2884,5,0,0,1
OPT_07_T367,17:17:28,17:17:58,2885,6,0,0,1
OPT_07_T367,17:21:25,17:21:55,2912,7,0,0,1
OPT_07_T367,17:21:55,17:22:25,2975,8,0,0,1
OPT_07_T368,17:15:00,17:15:30,2699,0,0,0,1
OPT_07_T368,17:20:55,17:21:25,1750,1,0,0,1
OPT_07_T368,17:21:44,17:22:14,1751,2,0,0,1
OPT_07_T368,17:22:48,17:23:18,1816,3,0,0,1
OPT_07_T368,17:25:04,17:25:34,2806,4,0,0,1
OPT_07_T368,17:25:36,17:26:06,2884,5,0,0,1
OPT_07_T368,17:26:28,17:26:58,2885,6,0,0,1
OPT_07_T368,17:30:25,17:30:55,2912,7,0,0,1
OPT_07_T368,17:30:55,17:31:25,2975,8,0,0,1
OPT_07_T369,17:24:00,17:24:30,2699,0,0,0,1
OPT_07_T369,17:29:55,17:30:25,1750,1,0,0,1
OPT_07_T369,17:30:44,17:31:14,1751,2,0,0,1
OPT_07_T369,17:31:48,17:32:18,1816,3,0,0,1
OPT_07_T369,17:34:04,17:34:34,2806,4,0,0,1
OPT_07_T369,17:34:36,17:35:06,2884,5,0,0,1
OPT_07_T369,17:35:28,17:35:58,2885,6,0,0,1
OPT_07_T369,17:39:25,17:39:55,2912,7,0,0,1
OPT_07_T369,17:39:55,17:40:25,2975,8,0,0,1
OPT_07_T370,17:33:00,17:33:30,2699,0,0,0,1
OPT_07_T370,17:38:55,17:39:25,1750,1,0,0,1
OPT_07_T370,17:39:44,17:40:14,1751,2,0,0,1
OPT_07_T370,17:40:48,17:41:18,1816,3,0,0,1
OPT_07_T370,17:43:04,17:43:34,2806,4,0,0,1
OPT_07_T370,17:43:36,17:44:06,2884,5,0,0,1
OPT_07_T370,17:44:28,17:44:58,2885,6,0,0,1
OPT_07_T370,17:48:25,17:48:55,2912,7,0,0,1
OPT_07_T370,17:48:55,17:49:25,2975,8,0,0,1
OPT_07_T371,17:42:00,17:42:30,2699,0,0,0,1
OPT_07_T371,17:47:55,17:48:25,1750,1,0,0,1
OPT_07_T371,17:48:44,17:49:14,1751,2,0,0,1
OPT_07_T371,17:49:48,17:50:18,1816,3,0,0,1
OPT_07_T371,17:52:04,17:52:34,2806,4,0,0,1
OPT_07_T371,17:52:36,17:53:06,2884,5,0,0,1
OPT_07_T371,17:53:28,17:53:58,2885,6,0,0,1
OPT_07_T371,17:57:25,17:57:55,2912,7,0,0,1
OPT_07_T371,17:57:55,17:58:25,2975,8,0,0,1
OPT_07_T372,17:51:00,17:51:30,2699,0,0,0,1
OPT_07_T372,17:56:55,17:57:25,1750,1,0,0,1
OPT_07_T372,17:57:44,17:58:14,1751,2,0,0,1
OPT_07_T372,17:58:48,17:59:18,1816,3,0,0,1
OPT_07_T372,18:01:04,18:01:34,2806,4,0,0,1
OPT_07_T372,18:01:36,18:02:06,2884,5,0,0,1
OPT_07_T372,18:02:28,18:02:58,2885,6,0,0,1
OPT_07_T372,18:06:25,18:06:55,2912,7,0,0,1
OPT_07_T372,18:06:55,18:07:25,2975,8,0,0,1
OPT_07_T373,18:00:00,18:00:30,2699,0,0,0,1
OPT_07_T373,18:05:55,18:06:25,1750,1,0,0,1
OPT_07_T373,18:06:44,18:07:14,1751,2,0,0,1
OPT_07_T373,18:07:48,18:08:18,1816,3,0,0,1
OPT_07_T373,18:10:04,18:10:34,2806,4,0,0,1
OPT_07_T373,18:10:36,18:11:06,2884,5,0,0,1
OPT_07_T373,18:11:28,18:11:58,2885,6,0,0,1
OPT_07_T373,18:15:25,18:15:55,2912,7,0,0,1
OPT_07_T373,18:15:55,18:16:25,2975,8,0,0,1
OPT_07_T374,18:09:00,18:09:30,2699,0,0,0,1
OPT_07_T374,18:14:55,18:15:25,1750,1,0,0,1
OPT_07_T374,18:15:44,18:16:14,1751,2,0,0,1
OPT_07_T374,18:16:48,18:17:18,1816,3,0,0,1
OPT_07_T374,18:19:04,18:19:34,2806,4,0,0,1
OPT_07_T374,18:19:36,18:20:06,2884,5,0,0,1
OPT_07_T374,18:20:28,18:20:58,2885,6,0,0,1
OPT_07_T374,18:24:25,18:24:55,2912,7,0,0,1
OPT_07_T374,18:24:55,18:25:25,2975,8,0,0,1
OPT_07_T375,18:18:00,18:18:30,2699,0,0,0,1
OPT_07_T375,18:23:55,18:24:25,1750,1,0,0,1
OPT_07_T375,18:24:44,18:25:14,1751,2,0,0,1
OPT_07_T375,18:25:48,18:26:18,1816,3,0,0,1
OPT_07_T375,18:28:04,18:28:34,2806,4,0,0,1
OPT_07_T375,18:28:36,18:29:06,2884,5,0,0,1
OPT_07_T375,18:29:28,18:29:58,2885,6,0,0,1
OPT_07_T375,18:33:25,18:33:55,2912,7,0,0,1
OPT_07_T375,18:33:55,18:34:25,2975,8,0,0,1
OPT_07_T376,18:27:00,18:27:30,2699,0,0,0,1
OPT_07_T376,18:32:55,18:33:25,1750,1,0,0,1
OPT_07_T376,18:33:44,18:34:14,1751,2,0,0,1
OPT_07_T376,18:34:48,18:35:18,1816,3,0,0,1
OPT_07_T376,18:37:04,18:37:34,2806,4,0,0,1
OPT_07_T376,18:37:36,18:38:06,2884,5,0,0,1
OPT_07_T376,18:38:28,18:38:58,2885,6,0,0,1
OPT_07_T376,18:42:25,18:42:55,2912,7,0,0,1
OPT_07_T376,18:42:55,18:43:25,2975,8,0,0,1
OPT_07_T377,18:36:00,18:36:30,2699,0,0,0,1
OPT_07_T377,18:41:55,18:42:25,1750,1,0,0,1
OPT_07_T377,18:42:44,18:43:14,1751,2,0,0,1
OPT_07_T377,18:43:48,18:44:18,1816,3,0,0,1
OPT_07_T377,18:46:04,18:46:34,2806,4,0,0,1
OPT_07_T377,18:46:36,18:47:06,2884,5,0,0,1
OPT_07_T377,18:47:28,18:47:58,2885,6,0,0,1
OPT_07_T377,18:51:25,18:51:55,2912,7,0,0,1
OPT_07_T377,18:51:55,18:52:25,2975,8,0,0,1
OPT_07_T378,19:05:00,19:05:30,2699,0,0,0,1
OPT_07_T378,19:10:55,19:11:25,1750,1,0,0,1
OPT_07_T378,19:11:44,19:12:14,1751,2,0,0,1
OPT_07_T378,19:12:48,19:13:18,1816,3,0,0,1
