route_id,source_route_id,seq,lat,lon
OPT_01,,251,37.240102,-121.913036
OPT_01,,252,37.240142,-121.911999
OPT_01,,253,37.240143,-121.910966
OPT_01,,254,37.240972,-121.910973
OPT_01,,255,37.241958,-121.908113
OPT_01,,256,37.241791,-121.907627
OPT_01,,257,37.240602,-121.90872
OPT_01,,258,37.241791,-121.907627
OPT_01,,259,37.241649,-121.907233
OPT_01,,260,37.241488,-121.906975
OPT_01,,261,37.241231,-121.906798
OPT_01,,262,37.240898,-121.906564
OPT_01,,263,37.240481,-121.906286
OPT_01,,264,37.240717,-121.90577
OPT_01,,265,37.241132,-121.904983
OPT_01,,266,37.240888,-121.904718
OPT_01,,267,37.240958,-121.904552
OPT_01,,268,37.2401,-121.903935
OPT_01,,269,37.240175,-121.903768
OPT_01,,270,37.240397,-121.903284
OPT_01,,271,37.240466,-121.903129
OPT_01,,272,37.240582,-121.902871
OPT_01,,273,37.240358,-121.902633
OPT_01,,274,37.240582,-121.902871
OPT_01,,275,37.240605,-121.902821
OPT_01,,276,37.241124,-121.901662
OPT_01,,277,37.241812,-121.900124
OPT_01,,278,37.242286,-121.899086
OPT_01,,279,37.242483,-121.898653
OPT_01,,280,37.24351,-121.896411
OPT_01,,281,37.24369,-121.896011
OPT_01,,282,37.243904,-121.895539
OPT_01,,283,37.244356,-121.894538
OPT_01,,284,37.245524,-121.891974
OPT_01,,285,37.246263,-121.890015
OPT_01,,286,37.245947,-121.887962
OPT_01,,287,37.245934,-121.887846
OPT_01,,288,37.24585,-121.887156
OPT_01,,289,37.245793,-121.887011
OPT_01,,290,37.246314,-121.886112
OPT_01,,291,37.246796,-121.885308
OPT_01,,292,37.247204,-121.884537
OPT_01,,293,37.247457,-121.884075
OPT_01,,294,37.247586,-121.883839
OPT_01,,295,37.248031,-121.883028
OPT_01,,296,37.248207,-121.882697
OPT_01,,297,37.248385,-121.882367
OPT_01,,298,37.2485,-121.882476
OPT_01,,299,37.249259,-121.882696
OPT_01,,300,37.249702,-121.882593
OPT_01,,301,37.250203,-121.88267
OPT_01,,302,37.250419,-121.881803
OPT_01,,303,37.250648,-121.880912
OPT_01,,304,37.249506,-121.880403
OPT_01,,305,37.250513,-121.876818
OPT_01,,306,37.250524,-121.876452
OPT_01,,307,37.250535,-121.876086
OPT_01,,308,37.250547,-121.875719
OPT_01,,309,37.250558,-121.875353
OPT_01,,310,37.250569,-121.874987
OPT_01,,311,37.25058,-121.874621
OPT_01,,312,37.250592,-121.874254
OPT_01,,313,37.250603,-121.873888
OPT_01,,314,37.250614,-121.873522
OPT_01,,315,37.250591,-121.873242
OPT_01,,316,37.250568,-121.872961
OPT_01,,317,37.250544,-121.872681
OPT_01,,318,37.250521,-121.872401
OPT_01,,319,37.250498,-121.87212
OPT_01,,320,37.250475,-121.87184
OPT_01,,321,37.250451,-121.87156
OPT_01,,322,37.250428,-121.871279
OPT_01,,323,37.250405,-121.870999
OPT_01,,324,37.250389,-121.870389
OPT_01,,325,37.250372,-121.869779
OPT_01,,326,37.250356,-121.869168
OPT_01,,327,37.25034,-121.868558
OPT_01,,328,37.250323,-121.867948
OPT_01,,329,37.250307,-121.867338
OPT_01,,330,37.250291,-121.866727
OPT_01,,331,37.250274,-121.866117
OPT_01,,332,37.250258,-121.865507
OPT_01,,333,37.250258,-121.865194
OPT_01,,334,37.250258,-121.864881
OPT_01,,335,37.250257,-121.864568
OPT_01,,336,37.250257,-121.864255
OPT_01,,337,37.250257,-121.863943
OPT_01,,338,37.250257,-121.86363
OPT_01,,339,37.250256,-121.863317
OPT_01,,340,37.250256,-121.863004
OPT_01,,341,37.250256,-121.862691
OPT_01,,342,37.25025,-121.862176
OPT_01,,343,37.250244,-121.861661
OPT_01,,344,37.250238,-121.861146
OPT_01,,345,37.250232,-121.860631
OPT_01,,346,37.250226,-121.860117
OPT_01,,347,37.25022,-121.859602
OPT_01,,348,37.250214,-121.859087
OPT_01,,349,37.250208,-121.858572
OPT_01,,350,37.250202,-121.858057
OPT_01,,351,37.2502,-121.857441
OPT_01,,352,37.250198,-121.856825
OPT_01,,353,37.250197,-121.856209
OPT_01,,354,37.250195,-121.855593
