timestamp,school,grade,current_mode,currently_rides_bus,would_ride_bus,n_total_columns
2026-01-13 14:05:08.056,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:05:08.396,,7th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-13 14:05:12.045,,7th,A parent/guardian drives me,No,,18
2026-01-13 14:05:15.807,,7th,A parent/guardian drives me,No,,18
2026-01-13 14:05:23.150,Street,7th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-13 14:05:34.915,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:05:36.368,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:05:37.736,,7th,A parent/guardian drives me,No,,18
2026-01-13 14:05:45.106,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:05:54.470,,7th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-13 14:05:55.794,,7th,A parent/guardian drives me,No,,18
2026-01-13 14:05:58.873,Rosswood,7th,I carpool with another family,No,I had no idea,18
2026-01-13 14:05:59.050,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:05:59.479,,7th,A parent/guardian drives me,No,,18
2026-01-13 14:06:01.836,Rosswood,7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 14:06:30.644,no,7th,A parent/guardian drives me,Yes,I lik car,18
2026-01-13 14:07:06.092,,7th,I walk,,,18
2026-01-13 14:07:09.656,,7th,I bike/skate/scooter,,,18
2026-01-13 14:07:18.578,,7th,I walk,,,18
2026-01-13 14:07:23.483,,7th,I walk,,,18
2026-01-13 14:07:25.232,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:07:26.380,,7th,I walk,,,18
2026-01-13 14:07:36.215,,7th,I walk,,,18
2026-01-13 14:07:39.267,,7th,I walk,,,18
2026-01-13 14:07:43.023,,7th,I bike/skate/scooter,,,18
2026-01-13 14:07:46.883,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:07:50.970,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:08:08.604,,7th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-13 14:08:15.149,Taft Dr (near the side gate),7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 14:08:15.943,,7th,I carpool with another family,Yes,I have no interest in taking the bus,18
2026-01-13 14:08:18.406,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:08:21.376,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 14:08:51.944,,7th,I walk,,,18
2026-01-13 14:09:01.270,,7th,I carpool with another family,No,,18
2026-01-13 14:09:46.459,A couple of streets away from the school,7th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-13 14:09:55.645,middle school,7th,A parent/guardian drives me,Yes,Cost,18
2026-01-13 14:10:09.453,Tate,7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 14:10:11.283,Safeway,7th,A parent/guardian drives me,No,Busses made safer,18
2026-01-13 14:10:15.798,Safeway,7th,A parent/guardian drives me,Yes,Arrives at my house at a better time,18
2026-01-13 14:10:16.016,,7th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-13 14:10:31.624,rosswood,7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 14:11:01.959,safeway plaza or leigh,7th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-13 14:11:28.505,Front entrance of union,7th,I carpool with another family,No,Arrives at school at a better time,18
2026-01-13 14:13:57.995,safeway.,7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 14:31:11.709,,7th,A parent/guardian drives me,Yes,Subsidized/free bus passes provided,18
2026-01-13 14:38:14.143,Carlton or Starbucks Area,7th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-13 15:04:43.967,,7th,I walk,,,18
2026-01-13 15:13:56.668,,6th,A parent/guardian drives me,No,,18
2026-01-13 15:15:11.174,,7th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-13 15:19:27.397,,7th,I bike/skate/scooter,,,18
2026-01-13 15:35:14.299,My ideal pickup location to return from school is the street Los Gatos Almaden Rd.,6th,A parent/guardian drives me,No,Stops closer to school,18
2026-01-13 15:57:52.082,,7th,I walk,,,18
2026-01-13 16:03:25.796,middle school front gate,6th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-13 17:16:38.142,pedestrian crossing,7th,A parent/guardian drives me,Yes,Arrives at school at a better time,18
2026-01-13 20:32:04.131,,7th,A parent/guardian drives me,No,,18
2026-01-14 08:15:29.692,,6th,I walk,,,18
2026-01-14 08:29:09.196,,8th,I bike/skate/scooter,,,18
2026-01-14 08:31:22.400,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:31:51.526,,8th,I walk,,,18
2026-01-14 08:31:54.074,,8th,I carpool with another family,Yes,I have no interest in taking the bus,18
2026-01-14 08:31:54.488,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:31:58.051,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 08:32:02.107,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 08:32:08.069,,8th,I walk,,,18
2026-01-14 08:32:14.966,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:32:16.763,,8th,I walk,,,18
2026-01-14 08:32:23.216,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:32:24.196,,8th,I walk,,,18
2026-01-14 08:32:24.333,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:32:34.840,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 08:32:36.753,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 08:32:52.114,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 08:33:09.470,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 08:33:09.884,,8th,A parent/guardian drives me,No,,18
2026-01-14 08:33:33.098,idk,8th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-14 08:33:45.367,no,8th,A parent/guardian drives me,No,nah,18
2026-01-14 08:33:52.580,,8th,I bike/skate/scooter,,,18
2026-01-14 08:33:57.252,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:20:14.091,,8th,I walk,,,18
2026-01-14 10:20:24.587,,8th,I bike/skate/scooter,,,18
2026-01-14 10:20:36.715,,8th,I walk,,,18
2026-01-14 10:20:39.189,,8th,I walk,,,18
2026-01-14 10:20:45.086,,8th,I walk,,,18
2026-01-14 10:20:54.016,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:20:54.324,,8th,A parent/guardian drives me,No,,18
2026-01-14 10:20:56.306,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:06.213,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:06.306,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:06.808,,8th,I walk,,,18
2026-01-14 10:21:07.619,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:18.582,,8th,I bike/skate/scooter,,,18
2026-01-14 10:21:20.797,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 10:21:23.795,Street,8th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-14 10:21:26.885,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:29.675,,8th,A parent/guardian drives me,No,,18
2026-01-14 10:21:29.841,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:21:39.886,street,8th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-14 10:21:47.273,,8th,A parent/guardian drives me,No,,18
2026-01-14 10:21:47.339,,8th,A parent/guardian drives me,No,,18
2026-01-14 10:21:57.700,,8th,A parent/guardian drives me,No,,18
2026-01-14 10:21:59.179,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:22:03.148,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:22:56.782,idk,8th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-14 10:22:57.378,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 10:23:07.457,Union middle school,6th,A parent/guardian drives me,Yes,Arrives at my house at a better time,18
2026-01-14 10:23:19.855, ,8th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-14 10:29:57.227,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:06:16.059,,8th,I walk,,,18
2026-01-14 11:06:18.072,,8th,I walk,,,18
2026-01-14 11:06:26.199,,8th,I bike/skate/scooter,,,18
2026-01-14 11:06:29.522,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:06:33.639,,8th,I walk,,,18
2026-01-14 11:06:34.795,,8th,I walk,,,18
2026-01-14 11:06:44.105,,8th,I bike/skate/scooter,,,18
2026-01-14 11:06:47.285,,8th,I bike/skate/scooter,,,18
2026-01-14 11:06:49.482,,8th,I walk,,,18
2026-01-14 11:06:53.573,,8th,I walk,,,18
2026-01-14 11:07:13.748,,8th,I walk,,,18
2026-01-14 11:07:19.628,,8th,I walk,,,18
2026-01-14 11:07:26.888,,8th,I walk,,,18
2026-01-14 11:07:27.995,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:07:28.131,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:07:28.132,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:07:36.542,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:07:40.238,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:07:44.902,,8th,I walk,,,18
2026-01-14 11:07:55.824,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:08:00.678,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:08:02.245,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:08:03.099,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:08:05.545,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:08:10.281,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 11:08:19.676,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:08:21.754,,8th,A parent/guardian drives me,No,,18
2026-01-14 11:08:36.229,Blossom Hill,8th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-14 11:08:36.945,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 11:09:48.089,My house,8th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-14 11:09:57.680,bus stop,8th,A parent/guardian drives me,Yes,Subsidized/free bus passes provided,18
2026-01-14 11:19:13.527,,8th,I walk,,,18
2026-01-14 12:22:41.200,,8th,I walk,,,18
2026-01-14 12:22:48.528,,8th,I walk,,,18
2026-01-14 12:22:55.404,,8th,I walk,,,18
2026-01-14 12:23:04.045,,8th,I walk,,,18
2026-01-14 12:23:06.229,,8th,I walk,,,18
2026-01-14 12:23:09.312,,8th,I walk,,,18
2026-01-14 12:23:11.861,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 12:23:12.105,,8th,A parent/guardian drives me,No,,18
2026-01-14 12:23:14.550,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 12:23:26.143,,8th,A parent/guardian drives me,No,,18
2026-01-14 12:23:34.000,,8th,A parent/guardian drives me,No,,18
2026-01-14 12:23:53.912,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 12:24:02.632,,8th,A parent/guardian drives me,No,,18
2026-01-14 12:24:07.104,,8th,A parent/guardian drives me,No,,18
2026-01-14 12:24:07.768,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 12:24:10.539,Intersection near school,8th,A parent/guardian drives me,No,Busses made safer,18
2026-01-14 12:24:19.620,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 12:24:36.335,close to union,8th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-14 12:24:47.700,Middle School,8th,A parent/guardian drives me,No,If I was notified that it existed and had more information about it.,18
2026-01-14 12:24:54.350,i dont know,8th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-14 12:25:25.009,Westchester or Taft,8th,A parent/guardian drives me,Yes,I have symphonic band in the mornings,18
2026-01-14 12:25:45.805,close to school,8th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-14 12:26:04.525,Near Leigh,8th,A parent/guardian drives me,No,Arrives at my house at a better time,18
2026-01-14 12:26:07.404,cloes to  my house ,8th,I carpool with another family,No,Stops nearer my house,18
2026-01-14 13:08:11.337,,8th,I bike/skate/scooter,,,18
2026-01-14 13:08:27.204,,8th,I walk,,,18
2026-01-14 13:08:28.360,,8th,I walk,,,18
2026-01-14 13:08:30.435,,8th,I walk,,,18
2026-01-14 13:08:33.162,,8th,I walk,,,18
2026-01-14 13:08:40.104,,8th,I walk,,,18
2026-01-14 13:09:03.853,,8th,A parent/guardian drives me,No,,18
2026-01-14 13:09:06.208,,8th,I walk,,,18
2026-01-14 13:09:13.304,,8th,A parent/guardian drives me,No,,18
2026-01-14 13:09:13.932,,8th,A parent/guardian drives me,No,,18
2026-01-14 13:09:14.148,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 13:09:25.105,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 13:09:31.382,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 13:09:39.447,,8th,A parent/guardian drives me,No,,18
2026-01-14 13:09:49.740,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 13:10:06.429,,8th,I walk,,,18
2026-01-14 13:10:08.350,The Middle School,8th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-14 13:10:11.358,union,8th,A parent/guardian drives me,Yes,Subsidized/free bus passes provided,18
2026-01-14 13:10:30.196,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 13:10:48.228,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 13:11:00.359,Near school street,8th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-14 13:29:22.674,,7th,I walk,,,18
2026-01-14 17:24:31.981,,8th,I walk,,,18
2026-01-14 17:46:44.929,I don't know,7th,A parent/guardian drives me,No,If there was a closer bus stop and if it arrived at zero period,18
2026-01-14 18:05:34.140,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 18:37:16.537,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 18:43:01.794,,8th,I walk,,,18
2026-01-14 19:14:18.785,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 19:18:25.118,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 19:25:53.624,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-14 19:41:34.066,,8th,A parent/guardian drives me,No,,18
2026-01-14 19:58:49.449,Taft,8th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-14 20:17:29.205,,8th,A parent/guardian drives me,No,,18
2026-01-14 20:44:47.400,,8th,I bike/skate/scooter,,,18
2026-01-14 20:45:28.386,,8th,I walk,,,18
2026-01-14 20:45:30.156,,8th,I walk,,,18
2026-01-14 20:57:39.438,,8th,I walk,,,18
2026-01-14 21:31:31.837,,8th,I walk,,,18
2026-01-14 21:39:03.315,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-14 21:59:43.017,,8th,I bike/skate/scooter,,,18
2026-01-14 22:37:39.736,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-15 06:39:50.853,,8th,I walk,,,18
2026-01-15 07:28:01.092,,8th,I bike/skate/scooter,,,18
2026-01-15 08:47:37.928,,8th,I bike/skate/scooter,,,18
2026-01-15 08:48:58.818,,8th,I walk,,,18
2026-01-15 08:49:03.953,,8th,A parent/guardian drives me,No,,18
2026-01-15 08:50:29.752,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 08:51:02.023,,8th,I walk,,,18
2026-01-15 08:52:07.885,,8th,A parent/guardian drives me,No,,18
2026-01-15 08:53:55.949,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-15 08:53:57.964,,8th,I walk,,,18
2026-01-15 08:54:14.545,,8th,I bike/skate/scooter,,,18
2026-01-15 08:54:22.671,,8th,I bike/skate/scooter,,,18
2026-01-15 08:54:37.488,,8th,I walk,,,18
2026-01-15 08:54:39.075,,8th,I walk,,,18
2026-01-15 08:54:41.735,Los gatos almedon,8th,A parent/guardian drives me,Yes,make it for. everyone,18
2026-01-15 08:54:56.381,,8th,I walk,,,18
2026-01-15 08:55:01.825,,8th,A parent/guardian drives me,No,,18
2026-01-15 08:55:51.055,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 08:55:57.826,,8th,I walk,,,18
2026-01-15 08:57:10.045,,8th,I walk,,,18
2026-01-15 08:57:26.948,Blossom Hill Road,8th,A parent/guardian drives me,No,Busses made safer,18
2026-01-15 09:00:17.904,taft,8th,A parent/guardian drives me,No,Let it be more known,18
2026-01-15 09:17:49.387,,8th,A parent/guardian drives me,No,,18
2026-01-15 09:32:26.616,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 10:53:31.754,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 10:57:49.974,,8th,A parent/guardian drives me,No,,18
2026-01-15 11:01:45.999,,8th,I walk,,,18
2026-01-15 11:05:33.268,,8th,I bike/skate/scooter,,,18
2026-01-15 11:14:02.913,,8th,A parent/guardian drives me,No,,18
2026-01-15 11:23:22.539,,8th,I walk,,,18
2026-01-15 11:29:54.345,,8th,I walk,,,18
2026-01-15 11:30:05.666,,8th,A parent/guardian drives me,No,,18
2026-01-15 11:50:16.913,Safeway.,8th,A parent/guardian drives me,Yes,Arrives at my house at a better time,18
2026-01-15 11:51:29.224,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-15 12:00:55.162,,6th,I walk,,,18
2026-01-15 12:02:11.173,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 12:07:46.299,,8th,A parent/guardian drives me,No,,18
2026-01-15 12:14:05.279,,8th,A parent/guardian drives me,No,,18
2026-01-15 12:21:20.121,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 12:39:51.649,,8th,I walk,,,18
2026-01-15 12:40:00.062,,8th,I walk,,,18
2026-01-15 13:18:42.442,,8th,I walk,,,18
2026-01-15 13:21:30.551,,8th,A parent/guardian drives me,No,,18
2026-01-15 13:39:32.319,,8th,A parent/guardian drives me,No,,18
2026-01-15 13:44:33.586,I dont know,8th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-15 13:45:38.557,idk,8th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-15 14:02:57.853,,8th,I bike/skate/scooter,,,18
2026-01-15 14:13:38.578,,8th,A parent/guardian drives me,No,,18
2026-01-15 14:15:54.500,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 14:20:27.902,,8th,I bike/skate/scooter,,,18
2026-01-15 14:23:21.726,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 14:25:15.194,Safeway,8th,A parent/guardian drives me,Yes,Subsidized/free bus passes provided,18
2026-01-15 14:33:57.260,,8th,A parent/guardian drives me,No,,18
2026-01-15 14:46:15.391,,8th,I walk,,,18
2026-01-15 15:22:57.965,kooser,8th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-15 15:26:35.223,,8th,A parent/guardian drives me,No,,18
2026-01-15 15:34:52.075,,8th,I bike/skate/scooter,,,18
2026-01-15 15:37:14.789,,8th,A parent/guardian drives me,No,,18
2026-01-15 15:50:14.136,,8th,I walk,,,18
2026-01-15 16:10:26.400,,8th,A parent/guardian drives me,No,,18
2026-01-15 16:12:36.288,,8th,I walk,,,18
2026-01-15 16:28:27.084,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-15 16:37:52.542,,8th,I walk,,,18
2026-01-15 16:58:48.853,,6th,I walk,,,18
2026-01-15 18:37:38.580,,8th,I bike/skate/scooter,,,18
2026-01-15 18:58:06.386,,8th,I walk,,,18
2026-01-15 19:23:53.145,,8th,A parent/guardian drives me,No,,18
2026-01-15 20:30:30.953,,7th,A parent/guardian drives me,No,,18
2026-01-15 20:45:23.148,a street corner or intersection near school (like by safeway or starbucks?),8th,A parent/guardian drives me,No,i'm not sure because I've never tried taking a bus,18
2026-01-15 22:42:14.430,,8th,I walk,,,18
2026-01-15 23:21:34.488,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-15 23:57:06.506,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-16 00:10:52.398,,8th,I bike/skate/scooter,,,18
2026-01-16 08:05:33.158,,8th,I walk,,,18
2026-01-16 08:35:58.650,also does not matter,8th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-16 09:41:06.179,,8th,A parent/guardian drives me,No,,18
2026-01-16 11:08:14.981,payne ave or near my house,6th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-16 11:16:18.452,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-16 11:28:29.196,,8th,A parent/guardian drives me,No,,18
2026-01-16 12:11:41.044,,7th,I walk,,,18
2026-01-16 12:55:39.871,,8th,I walk,,,18
2026-01-16 13:23:59.617,,8th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-16 13:25:09.808,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-16 14:41:20.289,,8th,A parent/guardian drives me,No,,18
2026-01-16 16:01:24.608,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-16 16:12:30.000,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-16 16:28:22.789,,8th,A parent/guardian drives me,No,If the bus could drop people off at school at 7:30,18
2026-01-16 18:42:14.591,,8th,I walk,,,18
2026-01-16 21:13:32.248,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-18 22:23:49.173,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-19 19:14:29.200,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-19 20:34:31.075,,8th,A parent/guardian drives me,No,,18
2026-01-20 08:39:31.535,,6th,I walk,,,18
2026-01-20 08:40:14.894,,6th,I bike/skate/scooter,,,18
2026-01-20 08:40:37.542,,6th,I walk,,,18
2026-01-20 08:40:44.656,,6th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-20 08:40:48.835,,6th,I walk,,,18
2026-01-20 08:40:55.007,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 08:40:55.500,,6th,I walk,,,18
2026-01-20 08:41:05.947,,6th,I walk,,,18
2026-01-20 08:41:13.212,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 08:41:23.435,,6th,A parent/guardian drives me,No,,18
2026-01-20 08:41:37.790,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 08:41:44.450,,6th,I walk,,,18
2026-01-20 08:41:48.681,Outside school,6th,A parent/guardian drives me,Yes,Stops nearer my house,18
2026-01-20 08:41:50.049,the gate,6th,A parent/guardian drives me,Yes,Arrives at school at a better time,18
2026-01-20 08:42:28.557,middle school,6th,A parent/guardian drives me,Yes,Arrives at my house at a better time,18
2026-01-20 08:42:31.893,,6th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-20 08:42:55.041,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 08:43:47.666,School gate to field,6th,A parent/guardian drives me,No,Arrives at school at a better time,18
2026-01-20 08:44:03.469,the L gate,6th,A parent/guardian drives me,Yes,nothing,18
2026-01-20 08:44:13.026,"1458 Nesbit Ct, San Jose, 95120",6th,A parent/guardian drives me,No,"If it arrives nearer my house, if the bus had charger inputs. If the bus had a mini hoop in the back where you could hoop.",18
2026-01-20 08:44:19.300,will not ride bus.,6th,A parent/guardian drives me,No,Subsidized/free bus passes provided,18
2026-01-20 08:45:00.371,dont know,6th,A parent/guardian drives me,Yes,Arrives at school at a better time,18
2026-01-20 08:45:05.804,,6th,A parent/guardian drives me,No,,18
2026-01-20 08:45:54.307,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 08:49:01.995,first entry from school.,6th,A parent/guardian drives me,Yes,already said no need.,18
2026-01-20 08:50:55.113,,6th,A parent/guardian drives me,No,,18
2026-01-20 10:55:31.073,,6th,I walk,,,18
2026-01-20 10:55:32.460,,6th,I walk,,,18
2026-01-20 10:55:34.672,,6th,I walk,,,18
2026-01-20 10:55:37.648,,6th,I walk,,,18
2026-01-20 10:55:38.784,,6th,I walk,,,18
2026-01-20 10:55:40.655,,6th,I walk,,,18
2026-01-20 10:55:46.374,,6th,I walk,,,18
2026-01-20 10:55:46.647,,6th,I walk,,,18
2026-01-20 10:55:49.480,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:55:49.862,,6th,I bike/skate/scooter,,,18
2026-01-20 10:55:56.696,,6th,I walk,,,18
2026-01-20 10:56:02.312,,6th,I walk,,,18
2026-01-20 10:56:06.278,,6th,I walk,,,18
2026-01-20 10:56:09.962,,6th,I walk,,,18
2026-01-20 10:56:21.771,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:56:22.014,,6th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-20 10:56:23.626,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:56:48.151,,6th,I walk,,,18
2026-01-20 10:56:59.161,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:56:59.231,,6th,A parent/guardian drives me,No,I have no interest in taking the bus,18
2026-01-20 10:57:07.876,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:57:09.134,,6th,A parent/guardian drives me,No,,18
2026-01-20 10:57:26.464,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:57:35.611,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:57:56.246,I don't know.,6th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-20 10:57:57.742,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-20 10:58:21.741,my school,6th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-20 10:58:41.994,middle school,6th,A parent/guardian drives me,No,Stops nearer my house,18
2026-01-20 11:01:48.609,,6th,I walk,,,18
2026-01-20 18:55:34.438,,8th,I walk,,,18
2026-01-23 09:07:35.286,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-23 11:26:40.417,,8th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
2026-01-23 14:26:31.797,,6th,A parent/guardian drives me,Yes,I have no interest in taking the bus,18
